student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,Backlogs,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,is_repeater,income_group
210124,Female,ME,No,Postgraduate,No,17,7,81,26123,5,25,41,2,9,No,0,0,low
210132,Female,BIO,Yes,Secondary,Yes,23,7,57,61942,4,16,55,4,3,No,1,0,medium
210139,Female,ARTS,Yes,Primary,No,16,6,88,31882,4,9,38,0,4,No,0,0,low
210142,Maleale,ME,No,unknown,Yes,24,7,68,35019,6,22,9,4,4,No,0,0,low
210143,Male,ARTS,No,unknown,No,17,7,62,71808,5,10,43,4,6,Yes,0,0,medium
210144,Other,unknown,Yes,unknown,Yes,23,5,52,62455,2,10,38,1,5,No,1,0,medium
210149,Female,BIO,Yes,unknown,Yes,19,5,75,47574,2,20,3,3,4,No,0,0,low
210153,Female,unknown,No,Primary,Yes,25,5,42,60124,4,14,3,2,4,No,1,0,medium
210156,Maleale,CS,No,Graduate,No,22,6,57,43286,6,23,45,1,9,No,1,0,low
210158,Other,COMMERCE,No,Secondary,No,26,7,78,22539,3,23,49,3,5,No,0,0,low
210163,Male,unknown,No,Graduate,No,25,6,84,79403,6,14,36,0,3,No,1,0,medium
210164,Female,unknown,Yes,unknown,Yes,20,5,100,22728,5,23,47,2,3,No,1,0,low
210165,Female,ECE,No,unknown,Yes,24,5,72,59038,5,12,17,4,9,No,1,0,medium
210167,Maleale,ME,No,Graduate,No,24,7,83,63175,2,22,43,4,4,No,0,0,medium
210168,Female,ARTS,No,Postgraduate,No,18,7,67,36761,2,7,22,2,4,No,0,0,low
210169,Female,ECE,No,Secondary,No,19,5,88,48612,2,14,34,4,6,No,0,0,low
210173,Maleale,ECE,Yes,Secondary,Yes,20,7,82,48615,3,6,24,2,2,Yes,0,0,low
210174,Maleale,ME,No,unknown,No,21,5,81,52713,3,6,3,0,8,No,0,0,medium
210175,Female,ME,Yes,Secondary,No,20,6,70,48718,5,7,51,2,7,Yes,0,0,low
210178,Male,CS,Yes,unknown,No,20,5,81,73423,3,24,16,3,6,Yes,1,0,medium
210179,Maleale,ECE,Yes,unknown,No,26,6,81,24423,5,7,26,4,6,Yes,1,0,low
210181,Female,CIVIL,No,unknown,Yes,18,5,68,48417,5,19,34,1,0,No,0,0,low
210184,Female,ARTS,No,unknown,No,18,7,60,61854,4,20,22,2,3,No,1,0,medium
210185,Other,COMMERCE,No,Secondary,No,23,5,87,79648,5,10,47,0,7,Yes,0,0,medium
210186,Female,CIVIL,No,unknown,Yes,18,7,56,53784,4,13,26,2,6,No,1,0,medium
210188,Other,ARTS,No,Graduate,No,25,6,78,31994,4,18,48,1,1,No,0,0,low
210195,Other,ME,No,Secondary,No,26,5,81,8572,4,18,43,2,2,No,0,0,low
210196,Female,ME,No,Postgraduate,No,25,7,70,75397,4,19,59,2,3,No,0,0,medium
210207,Other,ECE,No,Secondary,Yes,20,5,78,99862,5,19,52,0,1,No,0,0,medium
210210,Male,BIO,Yes,Secondary,No,16,7,79,77594,6,11,10,1,7,Yes,1,0,medium
210212,Female,COMMERCE,No,unknown,Yes,23,7,66,76779,2,23,17,4,5,Yes,0,0,medium
210213,Maleale,COMMERCE,No,unknown,No,18,6,90,21668,3,17,30,1,9,No,0,0,low
210215,Male,CS,No,Secondary,Yes,21,6,75,17186,5,6,0,1,9,No,1,0,low
210220,Male,COMMERCE,No,Postgraduate,No,17,7,80,18451,2,16,51,3,2,No,0,0,low
210221,Other,ARTS,No,Graduate,No,21,5,97,106056,3,15,14,4,3,No,0,0,medium
210222,Other,BIO,No,unknown,Yes,24,5,74,70762,4,19,51,3,7,No,0,0,medium
210223,Maleale,ME,No,Graduate,No,20,6,60,52594,4,11,11,4,5,No,1,0,medium
210224,Other,CIVIL,Yes,Secondary,Yes,19,5,82,96250,2,11,56,4,4,Yes,0,0,medium
210232,Female,ME,No,unknown,No,24,5,92,83805,2,18,44,1,7,Yes,0,0,medium
210236,Female,ECE,Yes,Postgraduate,No,20,5,69,52899,5,24,8,4,0,No,0,0,medium
210237,Female,BIO,No,unknown,No,26,6,57,48544,4,12,37,3,5,No,1,0,low
210238,Female,CS,No,Postgraduate,No,25,5,82,58708,5,13,23,0,9,Yes,0,0,medium
210244,Maleale,ECE,No,unknown,No,26,6,65,36364,2,17,27,4,8,No,0,0,low
210245,Male,ECE,No,unknown,Yes,18,7,63,52655,3,24,32,3,8,No,0,0,medium
210246,Female,ECE,Yes,unknown,No,23,6,72,35597,5,9,33,4,7,Yes,1,0,low
210247,Male,CS,No,Graduate,No,23,6,84,77304,3,22,18,2,5,No,0,0,medium
210258,Female,unknown,No,unknown,No,25,6,49,34291,2,16,22,4,6,Yes,1,0,low
210266,Maleale,CIVIL,No,Postgraduate,No,16,5,62,513620,6,19,28,1,9,Yes,1,0,high
210268,Female,unknown,Yes,Primary,No,26,5,70,74508,5,19,40,2,1,No,0,0,medium
210271,Other,unknown,No,unknown,No,19,6,75,74738,3,6,45,0,1,No,0,0,medium
210275,Other,ECE,Yes,Postgraduate,Yes,19,7,76,17397,5,9,25,2,0,No,0,0,low
210277,Male,ME,No,Postgraduate,No,22,6,79,50154,4,12,16,4,5,No,0,0,medium
210282,Maleale,CIVIL,Yes,unknown,No,19,6,89,61203,5,20,58,4,9,No,0,0,medium
210283,Other,BIO,No,Graduate,No,19,7,83,60929,3,19,39,1,8,Yes,0,0,medium
210290,Male,unknown,No,unknown,Yes,23,5,94,34261,5,11,28,3,2,No,0,0,low
210291,Female,CS,No,Secondary,No,21,6,64,48445,6,11,47,1,0,No,1,0,low
210292,Male,CIVIL,Yes,unknown,Yes,21,5,87,45936,2,12,20,2,9,Yes,0,0,low
210295,Female,COMMERCE,No,Graduate,No,16,5,67,72835,3,16,54,4,0,No,1,0,medium
210297,Other,ECE,No,Postgraduate,No,24,5,81,53583,5,11,37,4,2,No,0,0,medium
210299,Other,ARTS,No,Graduate,No,17,6,70,75752,5,13,10,1,6,Yes,0,0,medium
210300,Maleale,CS,No,unknown,Yes,26,6,77,25354,3,9,5,3,3,No,0,0,low
210302,Female,CS,Yes,Graduate,No,24,6,78,49122,6,22,0,2,1,No,0,0,low
210307,Female,BIO,Yes,Primary,Yes,23,6,92,86349,6,10,53,0,7,No,0,0,medium
210308,Female,ECE,No,Secondary,No,17,5,76,35935,3,18,20,0,6,Yes,1,0,low
210309,Other,ECE,No,Primary,Yes,26,7,82,70441,2,12,40,0,8,No,0,0,medium
210314,Female,ECE,No,unknown,Yes,16,7,66,39967,2,22,42,0,9,Yes,0,0,low
210316,Male,COMMERCE,No,Postgraduate,No,17,7,66,48722,3,13,19,1,1,No,0,0,low
210317,Maleale,ME,No,Primary,No,17,5,60,42214,6,8,13,4,8,No,1,0,low
210319,Other,CIVIL,No,Postgraduate,No,25,7,73,12318,3,15,45,2,8,No,0,0,low
210321,Female,COMMERCE,Yes,unknown,No,16,6,71,44690,5,14,7,1,6,No,1,0,low
210322,Male,COMMERCE,Yes,Graduate,No,22,5,57,32971,5,6,1,4,2,Yes,1,0,low
210327,Maleale,ME,No,Postgraduate,No,23,5,85,47491,2,8,0,2,6,Yes,0,0,low
210332,Male,ECE,Yes,unknown,No,16,6,67,66674,5,19,48,0,3,No,0,0,medium
210333,Female,CS,No,unknown,Yes,22,7,85,8145,4,14,2,4,2,No,0,0,low
210334,Other,BIO,No,Postgraduate,No,25,7,91,54935,5,21,17,0,8,No,0,0,medium
210337,Female,ARTS,No,Graduate,Yes,22,5,67,30511,6,5,38,1,6,No,0,0,low
210340,Other,CIVIL,No,unknown,No,17,5,76,51542,6,6,42,1,3,Yes,0,0,medium
210347,Female,unknown,No,Graduate,Yes,20,6,78,34297,5,11,25,3,7,Yes,1,0,low
210355,Other,BIO,Yes,unknown,No,19,5,88,72073,2,10,53,0,5,No,0,0,medium
210356,Female,ECE,No,unknown,No,20,7,58,80183,2,5,17,2,9,No,0,0,medium
210366,Female,COMMERCE,Yes,unknown,No,23,6,62,52418,3,13,4,0,3,Yes,0,0,medium
210367,Male,COMMERCE,Yes,unknown,No,20,5,80,49622,5,17,53,1,1,Yes,1,0,low
210370,Maleale,ME,No,Graduate,Yes,21,7,74,37637,4,15,2,4,4,Yes,0,0,low
210373,Other,ECE,No,unknown,No,24,7,82,50853,5,23,28,3,3,No,1,0,medium
210376,Female,COMMERCE,Yes,unknown,No,17,6,89,51362,5,6,19,1,0,Yes,0,0,medium
210377,Male,ARTS,No,Postgraduate,Yes,24,7,80,37971,4,12,15,0,9,Yes,0,0,low
210378,Maleale,COMMERCE,Yes,Postgraduate,No,24,7,98,68242,4,12,18,2,9,Yes,0,0,medium
210387,Female,CS,No,Primary,No,20,6,93,53462,6,14,55,1,8,No,0,0,medium
210388,Female,CS,No,Secondary,Yes,21,6,77,61885,4,23,55,0,9,No,0,0,medium
210391,Other,CIVIL,No,Postgraduate,No,16,6,79,47196,6,7,16,4,6,No,0,0,low
210394,Female,COMMERCE,Yes,Postgraduate,Yes,26,7,74,43041,5,6,41,0,0,Yes,0,0,low
210400,Female,ARTS,No,unknown,No,25,6,100,41135,3,20,10,0,2,No,0,0,low
210402,Male,CS,No,unknown,Yes,26,7,68,24902,2,16,49,3,9,No,0,0,low
210408,Female,CS,Yes,Secondary,Yes,20,6,54,59430,5,20,6,2,9,No,1,0,medium
210411,Male,COMMERCE,No,Graduate,No,20,7,70,61278,2,11,12,1,9,No,0,0,medium
210419,Female,CIVIL,No,Postgraduate,No,16,5,91,89076,5,17,56,0,5,No,0,0,medium
210420,Maleale,ARTS,No,Postgraduate,No,22,6,92,57757,5,18,2,1,5,No,1,0,medium
210423,Male,CS,No,Graduate,No,23,5,61,67354,3,15,48,4,7,No,1,0,medium
210424,Female,ARTS,No,Secondary,Yes,26,7,84,32899,2,12,42,3,8,No,0,0,low
210430,Maleale,ARTS,No,Primary,Yes,21,7,77,32237,2,8,12,0,1,No,0,0,low
210433,Maleale,CIVIL,Yes,Primary,Yes,19,6,79,31458,5,5,57,3,8,Yes,0,0,low
210436,Female,unknown,No,Secondary,No,16,6,71,48442,4,15,16,3,8,No,0,0,low
210438,Maleale,CS,Yes,Graduate,No,23,7,71,29946,5,8,23,4,0,Yes,0,0,low
210446,Male,unknown,Yes,unknown,No,17,5,72,42463,2,11,16,0,9,No,1,0,low
210448,Other,CS,No,unknown,No,23,5,74,79156,4,24,24,3,4,Yes,0,0,medium
210450,Female,CIVIL,Yes,unknown,No,25,5,70,74010,4,12,1,4,0,No,0,0,medium
210451,Female,ME,No,Graduate,No,18,5,67,93470,6,23,58,3,4,Yes,1,0,medium
210453,Maleale,CS,Yes,Primary,No,22,6,43,66575,6,17,24,0,9,Yes,1,0,medium
210455,Male,BIO,No,unknown,Yes,25,5,83,53900,5,22,30,3,6,No,1,0,medium
210456,Female,CIVIL,No,Primary,Yes,20,7,76,90327,2,15,50,3,0,No,0,0,medium
210458,Male,ARTS,Yes,Secondary,Yes,16,5,56,30439,3,8,3,4,2,No,0,0,low
210459,Other,CS,Yes,Graduate,Yes,16,6,81,61971,5,17,0,0,5,Yes,0,0,medium
210466,Female,CS,Yes,unknown,Yes,21,5,77,55309,2,22,9,0,6,No,0,0,medium
210467,Female,ARTS,Yes,Graduate,Yes,19,5,75,28492,6,23,12,1,9,Yes,0,0,low
210474,Maleale,BIO,Yes,unknown,No,26,7,89,28443,4,8,47,3,4,Yes,0,0,low
210477,Other,ARTS,No,unknown,Yes,18,7,74,61529,2,18,26,3,7,No,0,0,medium
210478,Maleale,ECE,No,Graduate,Yes,16,7,87,75948,3,16,4,2,2,No,0,0,medium
210479,Female,ME,No,unknown,No,25,7,75,43058,2,24,47,4,6,No,0,0,low
210483,Male,COMMERCE,No,Graduate,Yes,26,6,63,27745,2,11,6,0,7,No,1,0,low
210489,Maleale,BIO,No,unknown,No,25,5,64,61602,6,13,5,1,9,No,1,0,medium
210491,Female,unknown,No,unknown,No,25,5,73,19400,5,13,8,3,2,Yes,0,0,low
210493,Female,COMMERCE,No,unknown,Yes,17,5,69,39643,2,23,41,2,8,Yes,0,0,low
210499,Male,COMMERCE,Yes,unknown,No,18,6,66,60841,4,23,15,3,2,No,1,0,medium
210505,Female,CIVIL,No,Postgraduate,Yes,25,7,83,58017,2,17,40,2,3,No,0,0,medium
210506,Maleale,BIO,No,unknown,No,18,6,65,56056,5,17,48,0,6,No,1,0,medium
210507,Female,unknown,Yes,Primary,No,20,7,69,58932,6,12,52,3,0,No,0,0,medium
210509,Female,unknown,No,unknown,Yes,20,5,93,72760,5,13,58,4,1,Yes,1,0,medium
210521,Other,BIO,No,Postgraduate,Yes,25,6,100,51895,4,6,32,2,8,No,1,0,medium
210522,Male,ECE,Yes,unknown,Yes,19,6,78,69445,3,9,0,4,4,Yes,0,0,medium
210524,Maleale,ECE,No,unknown,Yes,24,6,81,30897,6,13,33,0,6,No,1,0,low
210526,Female,CS,No,Postgraduate,No,16,6,75,51723,4,23,10,0,9,No,1,0,medium
210530,Female,ARTS,Yes,Primary,Yes,19,5,71,47733,5,19,57,4,9,No,1,0,low
210531,Maleale,ECE,No,Graduate,No,20,7,84,22280,4,10,8,2,0,No,0,0,low
210537,Male,CIVIL,Yes,Postgraduate,Yes,23,6,82,69426,6,14,0,0,8,No,1,0,medium
210537,Male,CIVIL,Yes,Postgraduate,Yes,23,6,82,69426,6,14,0,0,8,No,1,0,medium
210540,Other,ECE,No,unknown,No,25,6,59,62623,6,13,31,0,3,No,1,0,medium
210543,Maleale,CIVIL,No,unknown,Yes,22,6,45,49625,5,5,1,4,3,No,1,0,low
210544,Female,CIVIL,No,Postgraduate,Yes,17,6,86,562500,3,9,16,4,0,No,0,0,high
210545,Maleale,COMMERCE,No,Primary,No,19,7,67,52951,5,15,51,3,1,No,0,0,medium
210558,Female,unknown,Yes,Secondary,Yes,20,5,72,45910,6,16,35,2,0,No,0,0,low
210559,Maleale,ECE,Yes,unknown,No,17,6,66,39251,4,6,36,0,3,No,0,0,low
210564,Maleale,ARTS,No,Primary,No,20,7,81,53359,2,20,47,4,4,No,0,0,medium
210566,Male,CIVIL,Yes,Graduate,Yes,25,6,68,32730,2,11,2,2,4,No,0,0,low
210568,Male,BIO,Yes,Graduate,No,16,7,80,46721,4,15,48,1,8,No,0,0,low
210572,Maleale,COMMERCE,Yes,unknown,Yes,19,5,85,54425,6,7,3,1,5,No,1,0,medium
210576,Female,ME,Yes,Postgraduate,Yes,18,5,50,38182,6,23,19,0,6,No,0,0,low
210578,Female,ARTS,No,Graduate,No,23,5,58,26657,3,8,35,3,9,No,1,0,low
210581,Other,ARTS,Yes,unknown,No,17,7,76,44579,4,11,50,0,2,No,0,0,low
210582,Maleale,COMMERCE,No,Secondary,Yes,26,5,80,58327,2,21,37,0,8,Yes,0,0,medium
210587,Female,ME,No,unknown,No,26,5,67,59385,4,21,21,0,0,Yes,1,0,medium
210589,Female,unknown,No,Graduate,Yes,26,7,99,32712,5,14,58,2,6,No,0,0,low
210591,Female,ECE,No,Secondary,Yes,18,6,84,39277,4,7,38,2,8,No,0,0,low
210592,Maleale,CS,No,Graduate,Yes,23,7,61,53402,6,12,31,4,0,No,0,0,medium
210594,Maleale,COMMERCE,Yes,Primary,No,22,5,72,51490,3,11,46,4,9,Yes,1,0,medium
210597,Maleale,ARTS,No,Secondary,No,22,7,63,42117,6,8,45,2,8,Yes,1,0,low
210604,Female,CIVIL,No,Secondary,No,17,5,75,39528,3,16,6,2,6,No,0,0,low
210607,Female,ECE,No,Primary,Yes,24,6,85,45990,3,12,42,0,6,No,0,0,low
210608,Female,ECE,Yes,Secondary,Yes,23,5,60,31590,2,18,4,3,2,No,0,0,low
210609,Male,ARTS,Yes,Secondary,Yes,19,7,59,23316,3,13,19,3,0,No,1,0,low
210614,Other,ECE,No,Secondary,No,22,6,63,60010,6,24,56,2,5,No,0,0,medium
210615,Maleale,ARTS,No,Graduate,No,23,5,64,48129,6,22,51,2,6,Yes,1,0,low
210620,Maleale,unknown,No,unknown,No,25,7,86,69544,5,6,14,1,5,No,1,0,medium
210621,Female,COMMERCE,No,Graduate,No,23,6,66,59570,5,14,20,2,9,No,1,0,medium
210624,Maleale,CIVIL,Yes,unknown,Yes,18,6,94,15897,3,7,18,0,7,Yes,0,0,low
210626,Maleale,ECE,No,Postgraduate,Yes,18,6,76,27664,6,22,14,3,5,Yes,0,0,low
210627,Female,COMMERCE,Yes,Graduate,No,16,6,100,71117,2,5,17,4,5,Yes,0,0,medium
210630,Male,CIVIL,No,Graduate,No,16,6,94,61119,4,24,42,2,6,No,0,0,medium
210632,Maleale,CS,No,unknown,No,16,6,91,51580,5,7,45,2,1,No,0,0,medium
210636,Female,CS,No,Graduate,No,23,5,70,46545,5,22,3,2,2,Yes,1,0,low
210638,Female,ME,No,Primary,Yes,26,7,71,40152,2,15,26,1,0,Yes,0,0,low
210639,Female,unknown,No,Primary,Yes,17,6,66,38391,5,19,41,0,4,Yes,0,0,low
210656,Maleale,BIO,Yes,Primary,Yes,21,6,93,59159,5,24,3,0,5,Yes,0,0,medium
210657,Male,CIVIL,Yes,unknown,No,19,7,100,67348,5,20,53,1,0,No,0,0,medium
210658,Other,unknown,No,Postgraduate,No,17,7,75,65442,4,15,23,2,5,No,0,0,medium
210664,Other,BIO,Yes,Secondary,No,23,5,60,35140,6,6,35,3,3,No,1,0,low
210666,Female,unknown,Yes,unknown,Yes,23,5,88,37466,3,5,58,2,4,No,0,0,low
210668,Female,COMMERCE,No,Primary,Yes,26,5,72,57430,5,15,8,3,2,No,1,0,medium
210669,Female,ARTS,Yes,unknown,Yes,22,5,57,59777,5,18,29,3,4,No,1,0,medium
210675,Other,unknown,No,Secondary,No,20,7,70,61785,6,9,21,2,6,Yes,0,0,medium
210677,Maleale,CIVIL,Yes,unknown,No,21,7,71,37438,5,12,1,2,3,No,0,0,low
210679,Female,ME,No,unknown,Yes,17,6,83,38999,6,23,35,1,4,No,0,0,low
210689,Female,COMMERCE,No,unknown,No,22,5,92,52937,2,16,58,1,5,No,0,0,medium
210691,Other,BIO,Yes,Secondary,Yes,17,7,45,25278,4,11,1,3,5,No,0,0,low
210699,Female,ARTS,Yes,unknown,No,25,7,89,26391,4,24,54,1,0,No,0,0,low
210715,Female,ARTS,Yes,unknown,No,26,7,100,55081,3,17,16,4,1,No,0,0,medium
210716,Maleale,COMMERCE,No,unknown,No,19,6,81,50100,2,23,3,2,2,No,0,0,medium
210722,Maleale,unknown,Yes,unknown,Yes,21,6,63,46221,4,22,51,0,9,No,0,0,low
210729,Male,BIO,No,Graduate,Yes,25,5,71,70749,4,22,2,0,3,No,1,0,medium
210730,Other,ME,No,unknown,Yes,21,6,78,51088,4,12,55,0,2,Yes,1,0,medium
210731,Other,ME,No,unknown,No,23,6,84,60822,5,24,49,3,0,No,1,0,medium
210740,Female,CIVIL,No,Postgraduate,No,17,5,65,88913,2,6,56,0,4,No,0,0,medium
210745,Female,ARTS,Yes,Postgraduate,No,20,7,73,38413,4,6,55,0,2,No,0,0,low
210751,Female,ARTS,No,unknown,No,16,7,50,60965,3,6,31,1,4,Yes,1,0,medium
210754,Maleale,BIO,No,Postgraduate,No,23,6,66,48851,2,15,48,4,0,No,0,0,low
210755,Female,CIVIL,No,Postgraduate,Yes,16,7,72,41246,2,8,27,0,5,No,0,0,low
210757,Other,ME,No,Postgraduate,Yes,26,5,53,40606,3,15,16,1,5,No,0,0,low
210759,Female,ME,No,unknown,No,19,7,63,32162,3,15,7,0,9,No,0,0,low
210762,Female,ECE,No,unknown,Yes,18,7,81,49569,3,17,31,3,9,No,0,0,low
210763,Female,unknown,No,unknown,No,17,6,97,56171,6,18,45,0,3,Yes,0,0,medium
210770,Female,COMMERCE,No,unknown,No,19,5,58,65644,5,5,32,3,4,No,1,0,medium
210772,Maleale,ARTS,Yes,Postgraduate,Yes,19,5,65,58676,5,7,30,2,9,No,1,0,medium
210776,Female,BIO,Yes,Graduate,Yes,22,6,96,53128,2,5,51,4,1,Yes,0,0,medium
210777,Male,CS,No,Postgraduate,No,17,6,63,37697,2,22,48,3,3,No,0,0,low
210780,Male,ME,No,unknown,Yes,26,5,94,49078,6,16,16,2,9,No,0,0,low
210781,Female,BIO,No,unknown,No,17,5,81,45182,3,16,35,2,3,No,0,0,low
210784,Female,CS,No,unknown,No,22,7,70,63608,6,22,8,1,6,No,1,0,medium
210789,Maleale,CIVIL,Yes,Graduate,Yes,23,7,91,52386,2,5,20,4,2,No,0,0,medium
210792,Maleale,unknown,No,Secondary,No,18,5,85,55094,2,16,14,0,9,No,0,0,medium
210793,Other,unknown,No,Secondary,No,26,6,94,44676,4,10,35,0,7,No,0,0,low
210794,Female,CS,No,Secondary,Yes,18,7,69,63331,5,8,11,4,9,Yes,0,0,medium
210801,Female,ME,No,Primary,Yes,24,6,82,81507,2,16,14,0,9,Yes,0,0,medium
210802,Female,COMMERCE,Yes,Graduate,No,24,5,63,71189,6,15,41,3,4,No,1,0,medium
210806,Other,ECE,No,Primary,Yes,20,7,85,104321,6,18,53,0,7,No,0,0,medium
210808,Female,ECE,No,Secondary,Yes,16,6,77,26844,3,19,8,3,4,No,0,0,low
210810,Female,CS,No,unknown,No,16,5,68,26407,5,18,13,1,1,No,0,0,low
210811,Female,ECE,No,unknown,No,25,5,70,31203,4,8,27,2,0,No,0,0,low
210813,Male,BIO,Yes,unknown,No,18,6,82,45305,4,19,22,4,5,No,1,0,low
210815,Female,ARTS,No,unknown,Yes,17,5,81,17684,3,7,17,3,5,No,0,0,low
210818,Other,BIO,No,unknown,No,19,7,81,47839,4,5,52,4,1,No,0,0,low
210820,Other,CIVIL,Yes,Postgraduate,No,26,7,72,56859,3,24,9,4,1,Yes,0,0,medium
210823,Other,ECE,No,unknown,No,17,5,92,41183,6,16,7,4,2,No,1,0,low
210835,Other,unknown,No,Secondary,No,20,7,78,88495,5,6,46,3,8,No,0,0,medium
210839,Other,BIO,No,Secondary,No,16,7,85,18809,2,20,58,1,4,No,0,0,low
210841,Female,ME,No,Secondary,Yes,18,6,97,62341,4,15,46,1,9,Yes,0,0,medium
210845,Female,ARTS,No,Graduate,Yes,20,5,72,84600,3,24,2,2,1,No,0,0,medium
210846,Male,CS,No,unknown,No,21,7,73,43503,2,6,40,3,0,No,0,0,low
210855,Maleale,CIVIL,Yes,Graduate,Yes,23,6,64,19310,2,15,28,4,7,Yes,0,0,low
210865,Female,ME,No,Secondary,No,21,5,88,48178,5,21,33,0,5,No,0,0,low
210866,Female,BIO,No,unknown,Yes,18,5,69,61992,6,9,28,0,9,Yes,1,0,medium
210867,Female,CS,Yes,unknown,No,24,5,63,33190,5,23,31,2,5,No,1,0,low
210869,Maleale,BIO,Yes,Graduate,No,19,5,64,77030,5,15,56,1,6,No,0,0,medium
210870,Maleale,BIO,Yes,unknown,Yes,20,5,68,20521,2,18,37,1,7,Yes,0,0,low
210874,Female,BIO,No,unknown,No,17,7,86,88107,4,22,9,0,4,No,1,0,medium
210876,Male,unknown,No,Secondary,Yes,17,6,76,47177,4,23,59,2,8,No,0,0,low
210879,Male,ARTS,No,Secondary,Yes,24,5,82,60219,6,14,31,1,9,No,1,0,medium
210881,Other,BIO,Yes,unknown,Yes,19,6,76,84507,6,10,28,4,8,No,0,0,medium
210884,Maleale,unknown,Yes,unknown,Yes,16,5,76,40411,5,16,26,1,4,No,0,0,low
210891,Maleale,CIVIL,Yes,unknown,No,18,6,91,63791,6,21,36,2,8,Yes,0,0,medium
210893,Female,COMMERCE,No,Postgraduate,No,26,7,66,90785,5,6,33,4,2,No,1,0,medium
210895,Other,CIVIL,Yes,Postgraduate,No,18,7,63,43932,4,14,36,0,2,No,1,0,low
210899,Male,unknown,No,Primary,Yes,17,6,64,45457,3,7,49,3,0,No,0,0,low
210904,Male,ECE,No,Graduate,No,24,5,65,60742,2,22,46,4,4,Yes,0,0,medium
210906,Maleale,CS,No,unknown,Yes,20,6,81,53845,2,12,21,0,3,Yes,0,0,medium
210911,Female,ME,Yes,Graduate,No,16,7,61,50537,5,11,4,4,4,Yes,1,0,medium
210916,Male,CIVIL,No,unknown,No,16,7,75,48315,5,10,54,4,2,No,0,0,low
210920,Other,ME,No,Postgraduate,Yes,22,6,94,72070,6,12,6,1,2,Yes,0,0,medium
210921,Maleale,ECE,No,Postgraduate,Yes,16,5,79,39879,5,10,14,3,5,No,0,0,low
210925,Male,COMMERCE,No,Graduate,No,17,6,69,72279,2,17,23,1,4,Yes,0,0,medium
210929,Female,unknown,No,unknown,Yes,25,5,84,45735,6,6,5,0,6,No,1,0,low
210934,Female,BIO,No,unknown,Yes,26,7,48,81427,4,24,47,0,8,No,1,0,medium
210936,Other,unknown,No,Postgraduate,No,18,5,100,45621,3,24,7,1,2,No,0,0,low
210945,Female,BIO,No,unknown,Yes,23,7,87,25701,3,20,9,4,8,No,1,0,low
210948,Maleale,ARTS,No,Primary,No,26,5,90,31796,2,8,26,3,4,Yes,1,0,low
210953,Other,ARTS,Yes,Postgraduate,Yes,18,5,57,57245,5,11,30,1,5,No,0,0,medium
210954,Female,ECE,Yes,unknown,No,25,7,75,52129,2,16,19,0,3,Yes,0,0,medium
210963,Male,CS,No,unknown,Yes,19,7,96,65824,3,22,19,1,6,Yes,0,0,medium
210964,Female,BIO,No,Secondary,Yes,23,5,73,44393,6,20,37,1,2,Yes,1,0,low
210967,Female,ME,Yes,Postgraduate,No,20,7,63,69184,4,18,33,4,0,No,0,0,medium
210969,Female,CS,No,Secondary,Yes,17,7,64,53993,6,14,18,1,1,Yes,0,0,medium
210971,Female,ARTS,No,unknown,Yes,23,6,67,47622,6,11,12,4,1,No,1,0,low
210974,Female,CS,No,Primary,No,25,7,72,42948,4,9,24,4,1,Yes,0,0,low
210975,Other,CIVIL,No,Postgraduate,Yes,23,6,72,68227,3,10,36,1,0,Yes,1,0,medium
210978,Male,ARTS,No,Primary,No,25,5,62,66029,4,16,47,1,5,No,0,0,medium
210980,Maleale,BIO,No,Secondary,No,18,7,77,47864,2,19,47,4,1,No,0,0,low
210981,Female,ARTS,No,unknown,No,26,5,91,26855,4,5,55,3,4,No,0,0,low
210990,Other,CIVIL,No,Secondary,Yes,16,6,53,36500,6,17,35,3,4,No,0,0,low
210991,Female,ME,No,Primary,No,22,6,77,53047,6,18,51,3,3,No,1,0,medium
210992,Maleale,ME,No,Graduate,No,26,5,71,66604,4,18,5,2,8,No,0,0,medium
210993,Female,BIO,No,unknown,No,18,7,67,25726,6,7,41,0,0,Yes,1,0,low
210996,Female,CIVIL,No,Postgraduate,No,25,5,89,34393,6,22,53,4,2,No,1,0,low
210998,Female,BIO,No,unknown,Yes,25,7,81,70768,4,22,29,1,3,No,1,0,medium
211001,Female,COMMERCE,Yes,Secondary,Yes,23,6,85,35115,4,23,37,1,9,Yes,1,0,low
211003,Female,BIO,No,Postgraduate,Yes,17,5,77,40948,3,20,54,1,0,Yes,0,0,low
211007,Maleale,ARTS,No,unknown,Yes,18,5,85,35159,6,12,28,0,0,Yes,0,0,low
211008,Maleale,ARTS,Yes,Graduate,No,22,5,70,47616,5,5,38,4,5,No,0,0,low
211009,Male,CIVIL,No,Secondary,Yes,25,6,77,45068,6,11,34,3,0,No,0,0,low
211010,Female,ME,No,Postgraduate,No,17,6,89,50983,3,13,27,3,2,Yes,0,0,medium
211011,Other,unknown,No,unknown,Yes,18,7,75,28566,5,15,55,0,2,No,0,0,low
211014,Female,ECE,No,Graduate,Yes,18,5,77,20297,2,24,47,4,6,No,0,0,low
211018,Male,COMMERCE,No,unknown,No,26,6,80,78585,2,16,41,1,7,No,0,0,medium
211019,Maleale,BIO,No,Secondary,No,18,5,77,54331,6,23,1,2,2,No,1,0,medium
